applicant_id,channel,group,city,application_date,background_check_completed_date,background_check_initiated_date,card_activation_date,card_mailed_date,first_batch_completed_date,orientation_completed_date,converted,bg_initiated,bg_completed,card_activated,orientation_done,ttfb_days,t_app_to_bginit,t_bginit_to_bgd,t_bgd_to_first
10175,web-search-engine,control,Midgard,2018-10-01,2018-10-06,2018-10-04,2018-10-04,2018-10-01,2018-10-09,2018-10-05,True,True,True,True,True,8.0,3.0,2.0,3.0
10176,social-media,treatment,Vanaheim,2018-10-01,2018-10-06,2018-10-01,2018-10-04,2018-10-02,2018-10-08,,True,True,True,True,False,7.0,0.0,5.0,2.0
10177,web-search-engine,control,Midgard,2018-10-01,2018-10-12,2018-10-06,2018-10-06,2018-10-01,,2018-10-01,False,True,True,True,True,,5.0,6.0,
10178,job-search-site,control,Vanaheim,2018-10-01,2018-10-09,2018-10-05,2018-10-05,2018-10-01,2018-10-14,2018-10-01,True,True,True,True,True,13.0,4.0,4.0,5.0
10179,web-search-engine,control,Midgard,2018-10-01,2018-10-08,2018-10-05,2018-10-05,2018-10-02,2018-10-10,,True,True,True,True,False,9.0,4.0,3.0,2.0
10180,social-media,treatment,Asgard,2018-10-01,2018-10-06,2018-10-01,2018-10-08,2018-10-02,,,False,True,True,True,False,,0.0,5.0,
10181,job-search-site,control,Alfheim,2018-10-01,,,,2018-10-02,,,False,False,False,False,False,,,,
10182,social-media,control,Midgard,2018-10-01,2018-10-12,2018-10-08,2018-10-08,2018-10-01,,,False,True,True,True,False,,7.0,4.0,
10183,job-search-site,treatment,Midgard,2018-10-01,2018-10-05,2018-10-01,2018-10-04,2018-10-01,,2018-10-03,False,True,True,True,True,,0.0,4.0,
10184,web-search-engine,treatment,Asgard,2018-10-01,2018-10-05,2018-10-01,2018-10-05,2018-10-01,,2018-10-04,False,True,True,True,True,,0.0,4.0,
10185,web-search-engine,control,Midgard,2018-10-01,2018-10-08,2018-10-05,2018-10-05,2018-10-01,2018-10-10,2018-10-04,True,True,True,True,True,9.0,4.0,3.0,2.0
10186,web-search-engine,treatment,Midgard,2018-10-01,2018-10-05,2018-10-01,2018-10-06,2018-10-01,,2018-10-03,False,True,True,True,True,,0.0,4.0,
10187,job-search-site,control,Asgard,2018-10-01,2018-10-10,2018-10-04,2018-10-04,2018-10-01,,2018-10-01,False,True,True,True,True,,3.0,6.0,
10188,job-search-site,control,Midgard,2018-10-01,,,,2018-10-01,,2018-10-02,False,False,False,False,True,,,,
10189,social-media,treatment,Midgard,2018-10-01,2018-10-07,2018-10-01,2018-10-06,2018-10-02,,,False,True,True,True,False,,0.0,6.0,
10190,social-media,control,Midgard,2018-10-01,2018-10-08,2018-10-05,2018-10-05,2018-10-01,,,False,True,True,True,False,,4.0,3.0,
10191,web-search-engine,control,Asgard,2018-10-01,2018-10-12,2018-10-08,2018-10-08,2018-10-02,,2018-10-01,False,True,True,True,True,,7.0,4.0,
10192,job-search-site,control,Midgard,2018-10-01,2018-10-09,2018-10-05,2018-10-05,2018-10-02,,,False,True,True,True,False,,4.0,4.0,
10193,web-search-engine,control,Asgard,2018-10-01,,,,2018-10-01,,2018-10-01,False,False,False,False,True,,,,
10194,social-media,control,Midgard,2018-10-01,2018-10-20,2018-10-15,2018-10-15,2018-10-02,2018-10-23,2018-10-01,True,True,True,True,True,22.0,14.0,5.0,3.0
10195,web-search-engine,control,Vanaheim,2018-10-01,2018-10-10,2018-10-05,2018-10-05,2018-10-01,,,False,True,True,True,False,,4.0,5.0,
10196,job-search-site,treatment,Midgard,2018-10-01,2018-10-09,2018-10-01,2018-10-05,2018-10-01,,,False,True,True,True,False,,0.0,8.0,
10197,web-search-engine,control,Midgard,2018-10-01,2018-10-08,2018-10-05,2018-10-05,2018-10-02,2018-10-10,,True,True,True,True,False,9.0,4.0,3.0,2.0
10198,web-search-engine,treatment,Asgard,2018-10-01,2018-10-05,2018-10-01,2018-10-05,2018-10-01,,2018-10-02,False,True,True,True,True,,0.0,4.0,
10199,social-media,control,Midgard,2018-10-01,2018-10-15,2018-10-10,2018-10-10,2018-10-02,,,False,True,True,True,False,,9.0,5.0,
10200,social-media,control,Midgard,2018-10-01,2018-10-10,2018-10-05,2018-10-05,2018-10-01,,,False,True,True,True,False,,4.0,5.0,
10201,web-search-engine,control,Asgard,2018-10-01,2018-10-08,2018-10-06,2018-10-06,2018-10-02,,2018-10-06,False,True,True,True,True,,5.0,2.0,
10202,web-search-engine,control,Midgard,2018-10-01,2018-10-08,2018-10-06,2018-10-06,2018-10-02,,,False,True,True,True,False,,5.0,2.0,
10203,social-media,control,Asgard,2018-10-01,2018-10-08,2018-10-06,2018-10-06,2018-10-01,,,False,True,True,True,False,,5.0,2.0,
10204,job-search-site,control,Midgard,2018-10-01,2018-10-10,2018-10-04,2018-10-04,2018-10-01,2018-10-11,,True,True,True,True,False,10.0,3.0,6.0,1.0
10205,job-search-site,treatment,Asgard,2018-10-01,2018-10-05,2018-10-01,,2018-10-02,,2018-10-01,False,True,True,False,True,,0.0,4.0,
10206,web-search-engine,control,Asgard,2018-10-01,,,,2018-10-02,,2018-10-04,False,False,False,False,True,,,,
10207,social-media,control,Midgard,2018-10-01,2018-10-08,2018-10-06,2018-10-06,2018-10-01,,,False,True,True,True,False,,5.0,2.0,
10208,job-search-site,control,Midgard,2018-10-01,2018-10-09,2018-10-04,2018-10-04,2018-10-01,,2018-10-04,False,True,True,True,True,,3.0,5.0,
10209,social-media,control,Alfheim,2018-10-01,2018-10-12,2018-10-08,2018-10-08,2018-10-01,2018-10-14,,True,True,True,True,False,13.0,7.0,4.0,2.0
10210,job-search-site,control,Vanaheim,2018-10-01,2018-10-13,2018-10-08,2018-10-08,2018-10-01,,,False,True,True,True,False,,7.0,5.0,
10211,job-search-site,control,Asgard,2018-10-01,,,,2018-10-02,,,False,False,False,False,False,,,,
10212,web-search-engine,treatment,Muspelheim,2018-10-01,2018-10-04,2018-10-01,2018-10-07,2018-10-02,,2018-10-07,False,True,True,True,True,,0.0,3.0,
10213,social-media,treatment,Midgard,2018-10-01,2018-10-06,2018-10-01,2018-10-06,2018-10-01,2018-10-08,,True,True,True,True,False,7.0,0.0,5.0,2.0
10214,web-search-engine,treatment,Asgard,2018-10-01,2018-10-05,2018-10-01,2018-10-04,2018-10-01,,2018-10-02,False,True,True,True,True,,0.0,4.0,
10215,web-search-engine,control,Midgard,2018-10-01,2018-10-10,2018-10-05,2018-10-05,2018-10-02,,,False,True,True,True,False,,4.0,5.0,
10216,web-search-engine,control,Midgard,2018-10-01,2018-10-09,2018-10-05,2018-10-05,2018-10-02,,2018-10-03,False,True,True,True,True,,4.0,4.0,
10217,web-search-engine,treatment,Midgard,2018-10-01,2018-10-04,2018-10-01,2018-10-05,2018-10-02,2018-10-05,2018-10-05,True,True,True,True,True,4.0,0.0,3.0,1.0
10218,social-media,control,Midgard,2018-10-01,2018-10-08,2018-10-04,2018-10-04,2018-10-01,,,False,True,True,True,False,,3.0,4.0,
10219,job-search-site,treatment,Midgard,2018-10-01,2018-10-03,2018-10-01,2018-10-03,2018-10-01,2018-10-04,,True,True,True,True,False,3.0,0.0,2.0,1.0
10220,web-search-engine,control,Vanaheim,2018-10-01,,,,2018-10-01,,,False,False,False,False,False,,,,
10221,job-search-site,control,Midgard,2018-10-01,2018-10-09,2018-10-04,2018-10-04,2018-10-01,,,False,True,True,True,False,,3.0,5.0,
10222,job-search-site,control,Asgard,2018-10-01,2018-10-10,2018-10-05,2018-10-05,2018-10-01,,2018-10-04,False,True,True,True,True,,4.0,5.0,
10223,web-search-engine,control,Midgard,2018-10-01,2018-10-12,2018-10-07,2018-10-07,2018-10-01,,2018-10-05,False,True,True,True,True,,6.0,5.0,
10224,job-search-site,treatment,Asgard,2018-10-01,2018-10-03,2018-10-01,2018-10-03,2018-10-01,,,False,True,True,True,False,,0.0,2.0,
10225,web-search-engine,treatment,Midgard,2018-10-01,2018-10-06,2018-10-01,2018-10-07,2018-10-01,2018-10-09,,True,True,True,True,False,8.0,0.0,5.0,3.0
10226,job-search-site,treatment,Midgard,2018-10-01,2018-10-04,2018-10-01,,2018-10-01,,2018-10-04,False,True,True,False,True,,0.0,3.0,
10227,web-search-engine,treatment,Midgard,2018-10-01,2018-10-04,2018-10-01,2018-10-05,2018-10-02,,,False,True,True,True,False,,0.0,3.0,
10228,job-search-site,treatment,Midgard,2018-10-01,2018-10-03,2018-10-01,2018-10-04,2018-10-01,,2018-10-01,False,True,True,True,True,,0.0,2.0,
10229,web-search-engine,control,Midgard,2018-10-01,2018-10-09,2018-10-06,2018-10-06,2018-10-01,,,False,True,True,True,False,,5.0,3.0,
10230,job-search-site,treatment,Asgard,2018-10-01,2018-10-04,2018-10-01,2018-10-04,2018-10-01,2018-10-05,,True,True,True,True,False,4.0,0.0,3.0,1.0
10231,web-search-engine,control,Midgard,2018-10-01,2018-10-06,2018-10-03,2018-10-03,2018-10-01,2018-10-10,2018-10-07,True,True,True,True,True,9.0,2.0,3.0,4.0
10232,web-search-engine,treatment,Asgard,2018-10-01,2018-10-04,2018-10-01,2018-10-03,2018-10-01,,2018-10-06,False,True,True,True,True,,0.0,3.0,
10233,web-search-engine,control,Alfheim,2018-10-01,2018-10-10,2018-10-07,2018-10-07,2018-10-02,2018-10-11,2018-10-03,True,True,True,True,True,10.0,6.0,3.0,1.0
10234,social-media,control,Midgard,2018-10-01,2018-10-11,2018-10-06,2018-10-06,2018-10-02,,,False,True,True,True,False,,5.0,5.0,
10235,web-search-engine,control,Asgard,2018-10-01,2018-10-09,2018-10-06,2018-10-06,2018-10-02,,,False,True,True,True,False,,5.0,3.0,
10236,job-search-site,treatment,Jotunheim,2018-10-01,2018-10-03,2018-10-01,2018-10-06,2018-10-02,,,False,True,True,True,False,,0.0,2.0,
10237,web-search-engine,control,Alfheim,2018-10-01,2018-10-05,2018-10-03,2018-10-03,2018-10-01,2018-10-08,2018-10-10,True,True,True,True,True,7.0,2.0,2.0,3.0
10238,social-media,treatment,Helheim,2018-10-01,2018-10-06,2018-10-01,2018-10-05,2018-10-02,2018-10-07,,True,True,True,True,False,6.0,0.0,5.0,1.0
10239,social-media,control,Midgard,2018-10-01,2018-10-10,2018-10-07,2018-10-07,2018-10-02,2018-10-10,,True,True,True,True,False,9.0,6.0,3.0,0.0
10240,social-media,control,Midgard,2018-10-01,2018-10-10,2018-10-07,2018-10-07,2018-10-02,,,False,True,True,True,False,,6.0,3.0,
10241,social-media,control,Midgard,2018-10-01,2018-10-10,2018-10-05,2018-10-05,2018-10-02,,2018-10-03,False,True,True,True,True,,4.0,5.0,
10242,web-search-engine,control,Midgard,2018-10-01,2018-10-12,2018-10-07,2018-10-07,2018-10-02,,2018-10-05,False,True,True,True,True,,6.0,5.0,
10243,job-search-site,control,Niflheim,2018-10-01,,,,2018-10-01,,,False,False,False,False,False,,,,
10244,job-search-site,control,Midgard,2018-10-01,2018-10-07,2018-10-05,2018-10-05,2018-10-01,,,False,True,True,True,False,,4.0,2.0,
10245,web-search-engine,control,Alfheim,2018-10-01,2018-10-06,2018-10-04,2018-10-04,2018-10-02,,,False,True,True,True,False,,3.0,2.0,
10246,web-search-engine,treatment,Midgard,2018-10-01,2018-10-03,2018-10-01,2018-10-06,2018-10-02,,2018-10-07,False,True,True,True,True,,0.0,2.0,
10247,web-search-engine,control,Vanaheim,2018-10-01,2018-10-08,2018-10-04,2018-10-04,2018-10-01,,,False,True,True,True,False,,3.0,4.0,
10248,job-search-site,control,Midgard,2018-10-01,,,,2018-10-02,,,False,False,False,False,False,,,,
10249,web-search-engine,control,Asgard,2018-10-01,2018-10-09,2018-10-05,2018-10-05,2018-10-02,2018-10-11,,True,True,True,True,False,10.0,4.0,4.0,2.0
10250,web-search-engine,treatment,Midgard,2018-10-01,2018-10-03,2018-10-01,2018-10-08,2018-10-01,,,False,True,True,True,False,,0.0,2.0,
10251,web-search-engine,treatment,Midgard,2018-10-01,2018-10-04,2018-10-01,2018-10-07,2018-10-01,2018-10-08,2018-10-02,True,True,True,True,True,7.0,0.0,3.0,4.0
10252,social-media,treatment,Asgard,2018-10-01,2018-10-04,2018-10-01,2018-10-08,2018-10-02,,,False,True,True,True,False,,0.0,3.0,
10253,web-search-engine,treatment,Midgard,2018-10-01,2018-10-06,2018-10-01,2018-10-08,2018-10-01,,2018-10-06,False,True,True,True,True,,0.0,5.0,
10254,web-search-engine,control,Vanaheim,2018-10-01,2018-10-07,2018-10-04,2018-10-04,2018-10-01,2018-10-10,,True,True,True,True,False,9.0,3.0,3.0,3.0
10255,social-media,control,Midgard,2018-10-01,2018-10-10,2018-10-08,2018-10-08,2018-10-02,,,False,True,True,True,False,,7.0,2.0,
10256,web-search-engine,control,Asgard,2018-10-01,,,,2018-10-02,,2018-10-01,False,False,False,False,True,,,,
10257,social-media,control,Midgard,2018-10-01,2018-10-10,2018-10-07,2018-10-07,2018-10-02,2018-10-12,2018-10-01,True,True,True,True,True,11.0,6.0,3.0,2.0
10258,web-search-engine,control,Niflheim,2018-10-01,,,,2018-10-01,,2018-10-06,False,False,False,False,True,,,,
10259,job-search-site,control,Midgard,2018-10-01,,,,2018-10-01,,,False,False,False,False,False,,,,
10260,social-media,control,Asgard,2018-10-01,2018-10-10,2018-10-06,2018-10-06,2018-10-02,2018-10-11,,True,True,True,True,False,10.0,5.0,4.0,1.0
10261,social-media,control,Niflheim,2018-10-01,2018-10-19,2018-10-15,2018-10-15,2018-10-01,,,False,True,True,True,False,,14.0,4.0,
10262,job-search-site,control,Asgard,2018-10-01,2018-10-08,2018-10-04,2018-10-04,2018-10-01,,2018-10-04,False,True,True,True,True,,3.0,4.0,
10263,web-search-engine,control,Asgard,2018-10-01,2018-10-09,2018-10-05,2018-10-05,2018-10-02,2018-10-09,2018-10-01,True,True,True,True,True,8.0,4.0,4.0,0.0
10264,social-media,control,Midgard,2018-10-01,2018-10-17,2018-10-11,2018-10-11,2018-10-02,,2018-10-03,False,True,True,True,True,,10.0,6.0,
10265,web-search-engine,treatment,Alfheim,2018-10-01,2018-10-04,2018-10-01,2018-10-03,2018-10-01,,,False,True,True,True,False,,0.0,3.0,
10266,web-search-engine,control,Midgard,2018-10-01,2018-10-09,2018-10-06,2018-10-06,2018-10-01,2018-10-12,2018-10-04,True,True,True,True,True,11.0,5.0,3.0,3.0
10267,web-search-engine,control,Midgard,2018-10-01,2018-10-08,2018-10-05,2018-10-05,2018-10-01,,,False,True,True,True,False,,4.0,3.0,
10268,web-search-engine,control,Asgard,2018-10-01,2018-10-07,2018-10-04,2018-10-04,2018-10-01,,2018-10-03,False,True,True,True,True,,3.0,3.0,
10269,social-media,control,Niflheim,2018-10-01,2018-10-15,2018-10-11,2018-10-11,2018-10-02,,,False,True,True,True,False,,10.0,4.0,
10270,social-media,treatment,Niflheim,2018-10-01,2018-10-05,2018-10-01,2018-10-04,2018-10-01,2018-10-08,,True,True,True,True,False,7.0,0.0,4.0,3.0
10271,web-search-engine,treatment,Niflheim,2018-10-01,2018-10-04,2018-10-01,2018-10-03,2018-10-01,2018-10-05,2018-10-07,True,True,True,True,True,4.0,0.0,3.0,1.0
10272,job-search-site,control,Midgard,2018-10-01,,,,2018-10-01,,2018-10-05,False,False,False,False,True,,,,
10273,web-search-engine,control,Midgard,2018-10-01,,,,2018-10-02,,,False,False,False,False,False,,,,
10274,web-search-engine,control,Midgard,2018-10-01,2018-10-07,2018-10-05,2018-10-05,2018-10-01,,2018-10-02,False,True,True,True,True,,4.0,2.0,
10275,job-search-site,control,Asgard,2018-10-01,2018-10-10,2018-10-07,2018-10-07,2018-10-02,,2018-10-04,False,True,True,True,True,,6.0,3.0,
10276,job-search-site,treatment,Muspelheim,2018-10-01,2018-10-07,2018-10-01,2018-10-03,2018-10-01,,2018-10-03,False,True,True,True,True,,0.0,6.0,
10277,job-search-site,treatment,Alfheim,2018-10-01,2018-10-03,2018-10-01,2018-10-04,2018-10-02,,,False,True,True,True,False,,0.0,2.0,
10278,social-media,treatment,Asgard,2018-10-01,2018-10-06,2018-10-01,2018-10-04,2018-10-01,,,False,True,True,True,False,,0.0,5.0,
10279,social-media,treatment,Midgard,2018-10-01,2018-10-07,2018-10-01,2018-10-06,2018-10-01,,,False,True,True,True,False,,0.0,6.0,
10280,web-search-engine,treatment,Asgard,2018-10-01,2018-10-06,2018-10-01,2018-10-06,2018-10-01,2018-10-09,2018-10-06,True,True,True,True,True,8.0,0.0,5.0,3.0
10281,web-search-engine,control,Midgard,2018-10-01,2018-10-09,2018-10-03,2018-10-03,2018-10-01,,,False,True,True,True,False,,2.0,6.0,
10282,job-search-site,treatment,Asgard,2018-10-01,2018-10-05,2018-10-01,2018-10-06,2018-10-01,,2018-10-06,False,True,True,True,True,,0.0,4.0,
10283,web-search-engine,control,Asgard,2018-10-01,2018-10-08,2018-10-05,2018-10-05,2018-10-01,,2018-10-01,False,True,True,True,True,,4.0,3.0,
10284,web-search-engine,control,Midgard,2018-10-01,2018-10-11,2018-10-08,2018-10-08,2018-10-02,,2018-10-01,False,True,True,True,True,,7.0,3.0,
10285,job-search-site,control,Asgard,2018-10-01,2018-10-09,2018-10-06,2018-10-06,2018-10-02,,2018-10-01,False,True,True,True,True,,5.0,3.0,
10286,social-media,control,Midgard,2018-10-01,2018-10-14,2018-10-07,2018-10-07,2018-10-02,,,False,True,True,True,False,,6.0,7.0,
10287,social-media,control,Midgard,2018-10-01,2018-10-13,2018-10-07,2018-10-07,2018-10-02,,,False,True,True,True,False,,6.0,6.0,
10288,social-media,treatment,Midgard,2018-10-01,2018-10-05,2018-10-01,2018-10-08,2018-10-01,,,False,True,True,True,False,,0.0,4.0,
10289,social-media,control,Asgard,2018-10-01,2018-10-20,2018-10-14,2018-10-14,2018-10-02,2018-10-22,,True,True,True,True,False,21.0,13.0,6.0,2.0
10290,social-media,treatment,Asgard,2018-10-01,2018-10-06,2018-10-01,2018-10-05,2018-10-01,,,False,True,True,True,False,,0.0,5.0,
10291,social-media,treatment,Midgard,2018-10-01,2018-10-05,2018-10-01,2018-10-10,2018-10-02,2018-10-11,2018-10-11,True,True,True,True,True,10.0,0.0,4.0,6.0
10292,social-media,control,Asgard,2018-10-01,2018-10-11,2018-10-07,2018-10-07,2018-10-02,,,False,True,True,True,False,,6.0,4.0,
10293,social-media,control,Asgard,2018-10-01,2018-10-09,2018-10-05,2018-10-05,2018-10-02,,,False,True,True,True,False,,4.0,4.0,
10294,web-search-engine,treatment,Alfheim,2018-10-01,2018-10-06,2018-10-01,2018-10-06,2018-10-02,,,False,True,True,True,False,,0.0,5.0,
10295,web-search-engine,treatment,Midgard,2018-10-01,2018-10-04,2018-10-01,2018-10-04,2018-10-02,,2018-10-01,False,True,True,True,True,,0.0,3.0,
10296,social-media,control,Helheim,2018-10-01,2018-10-09,2018-10-05,2018-10-05,2018-10-01,2018-10-11,,True,True,True,True,False,10.0,4.0,4.0,2.0
10297,web-search-engine,control,Alfheim,2018-10-01,2018-10-09,2018-10-04,2018-10-04,2018-10-02,,2018-10-02,False,True,True,True,True,,3.0,5.0,
10298,web-search-engine,control,Asgard,2018-10-01,2018-10-08,2018-10-03,2018-10-03,2018-10-01,,2018-10-05,False,True,True,True,True,,2.0,5.0,
10299,web-search-engine,treatment,Midgard,2018-10-01,2018-10-03,2018-10-01,2018-10-08,2018-10-01,,,False,True,True,True,False,,0.0,2.0,
10300,web-search-engine,control,Midgard,2018-10-01,2018-10-08,2018-10-06,2018-10-06,2018-10-01,2018-10-09,2018-10-05,True,True,True,True,True,8.0,5.0,2.0,1.0
10301,job-search-site,control,Vanaheim,2018-10-01,,,,2018-10-01,,,False,False,False,False,False,,,,
10302,social-media,control,Midgard,2018-10-01,2018-10-13,2018-10-09,2018-10-09,2018-10-02,,2018-10-04,False,True,True,True,True,,8.0,4.0,
10303,web-search-engine,control,Midgard,2018-10-01,2018-10-06,2018-10-04,2018-10-04,2018-10-01,,,False,True,True,True,False,,3.0,2.0,
10304,web-search-engine,control,Helheim,2018-10-01,2018-10-13,2018-10-06,2018-10-06,2018-10-02,,,False,True,True,True,False,,5.0,7.0,
10305,web-search-engine,control,Asgard,2018-10-01,2018-10-08,2018-10-05,2018-10-05,2018-10-02,2018-10-10,,True,True,True,True,False,9.0,4.0,3.0,2.0
10306,social-media,treatment,Midgard,2018-10-01,2018-10-06,2018-10-01,2018-10-04,2018-10-01,2018-10-07,2018-10-06,True,True,True,True,True,6.0,0.0,5.0,1.0
10307,job-search-site,treatment,Alfheim,2018-10-01,2018-10-05,2018-10-01,2018-10-07,2018-10-01,,,False,True,True,True,False,,0.0,4.0,
10308,web-search-engine,treatment,Alfheim,2018-10-01,2018-10-06,2018-10-01,,2018-10-01,,,False,True,True,False,False,,0.0,5.0,
10309,social-media,control,Midgard,2018-10-01,2018-10-12,2018-10-06,2018-10-06,2018-10-02,2018-10-13,,True,True,True,True,False,12.0,5.0,6.0,1.0
10310,job-search-site,control,Midgard,2018-10-01,,,,2018-10-01,,2018-10-01,False,False,False,False,True,,,,
10311,web-search-engine,control,Asgard,2018-10-01,2018-10-09,2018-10-05,2018-10-05,2018-10-02,,2018-10-02,False,True,True,True,True,,4.0,4.0,
10312,web-search-engine,control,Alfheim,2018-10-01,2018-10-08,2018-10-05,2018-10-05,2018-10-02,,2018-10-05,False,True,True,True,True,,4.0,3.0,
10313,web-search-engine,control,Midgard,2018-10-01,2018-10-11,2018-10-05,2018-10-05,2018-10-02,2018-10-12,,True,True,True,True,False,11.0,4.0,6.0,1.0
10314,job-search-site,control,Midgard,2018-10-01,,,,2018-10-02,,2018-10-02,False,False,False,False,True,,,,
10315,web-search-engine,control,Midgard,2018-10-01,2018-10-16,2018-10-08,2018-10-08,2018-10-02,,2018-10-05,False,True,True,True,True,,7.0,8.0,
10316,social-media,treatment,Asgard,2018-10-01,2018-10-06,2018-10-01,2018-10-05,2018-10-02,2018-10-06,,True,True,True,True,False,5.0,0.0,5.0,0.0
10317,job-search-site,treatment,Midgard,2018-10-01,2018-10-05,2018-10-01,2018-10-06,2018-10-02,,2018-10-06,False,True,True,True,True,,0.0,4.0,
10318,web-search-engine,control,Asgard,2018-10-01,2018-10-09,2018-10-04,2018-10-04,2018-10-01,2018-10-10,2018-10-05,True,True,True,True,True,9.0,3.0,5.0,1.0
10319,web-search-engine,control,Asgard,2018-10-01,2018-10-13,2018-10-08,2018-10-08,2018-10-01,2018-10-14,2018-10-01,True,True,True,True,True,13.0,7.0,5.0,1.0
10320,web-search-engine,control,Asgard,2018-10-01,,,,2018-10-01,,2018-10-01,False,False,False,False,True,,,,
10321,social-media,treatment,Midgard,2018-10-01,2018-10-04,2018-10-01,2018-10-06,2018-10-01,,,False,True,True,True,False,,0.0,3.0,
10322,social-media,treatment,Asgard,2018-10-01,2018-10-05,2018-10-01,2018-10-06,2018-10-02,,,False,True,True,True,False,,0.0,4.0,
10323,job-search-site,control,Midgard,2018-10-01,,,,2018-10-02,,,False,False,False,False,False,,,,
10324,web-search-engine,treatment,Vanaheim,2018-10-01,2018-10-03,2018-10-01,2018-10-04,2018-10-02,2018-10-04,2018-10-08,True,True,True,True,True,3.0,0.0,2.0,1.0
